android.permission.SEND_SMS,android.permission.SYSTEM_ALERT_WINDOW,android.permission.GET_ACCOUNTS,android.permission.ACCESS_WIFI_STATE,android.permission.VIBRATE,android.permission.RECEIVE_BOOT_COMPLETED,android.permission.READ_PHONE_STATE,android.permission.WAKE_LOCK,android.permission.ACCESS_FINE_LOCATION,android.permission.WRITE_SMS,android.permission.WRITE_EXTERNAL_STORAGE,android.permission.ACCESS_COARSE_LOCATION,android.permission.INSTALL_PACKAGES,android.permission.CHANGE_WIFI_STATE,android.permission.GET_PACKAGE_SIZE,android.permission.MOUNT_UNMOUNT_FILESYSTEMS,android.permission.EXPAND_STATUS_BAR,android.permission.ACCESS_NETWORK_STATE,android.permission.GET_TASKS,android.permission.WRITE_APN_SETTINGS
0.16273488772982844,0.10172362326792214,0.06266628753699077,0.04091581534489464,0.03916598116409467,0.03865702714712094,0.029713463381218306,0.028685663961929734,0.028192175472299203,0.027481131093556807,0.02689402781985972,0.025166828998273983,0.023200552493603532,0.0224132402790661,0.021045240616195383,0.020580504949444352,0.01982236038770012,0.019546428219483138,0.019509669430877022,0.017732414690846895
